code_paiement;date_paiement;filiale;fournisseur;montant;type_paiement;statut;banque;numero_compte;beneficiaire;reference;notes
;03/12/2025;LE ROI DES CHANTIERS;PL GABON ENGINEERING;19.000.000,00;Virement;Validé;ORABANK LRC;;PL GABON ENGINEERING;;PL GABON ENGINEERING CHQ 5296151
;03/12/2025;LE ROI DES CHANTIERS;ETF BTP GABON;34.300.000,00;Chèque;Validé;AFG LRC;;ETF BTP GABON;;VIREMENT CHQ NO: 0000739 CHEQ.NUM.0000739- CHEQ.NUM.0000739
;03/12/2025;LE ROI DES CHANTIERS;GRMP - GABONAISE DE REPRESENTATION MATERIELS PETROLIER;5.500.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;GRMP - GABONAISE DE REPRESENTATION MATERIELS PETROLIER;;AVANCE 50% POUR LES TRAVAUX DE TUYAUTERIE STATION GAB OIL MINVOUL // M MAMFOUMBI ELVIS FRANCKY / GRMP
;04/12/2025;LE ROI DES CHANTIERS;BERNABE GABON SA;540.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;BERNABE GABON SA;;ACHAT BAGUETTE DE SOUDURE POUR LES STATIONS NKUM/ ASSOCK NGOMO ET MINVOUL // BERNABEE /M THIERRY 
;05/12/2025;LE ROI DES CHANTIERS;FOBERD GABON;3.250.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;FOBERD GABON;;ACHAT 100 FER DE 16 ET 100 FER DE 20 CHEZ FOBERD POUR TROPIGAB  // FOBERD / M STEPHANE MBIE
;08/12/2025;LE ROI DES CHANTIERS;MADIC INDUSTRIES;202.173.006,00;Virement;Validé;AFG LRC;;MADIC INDUSTRIES;;VIREMENT  REGLEMENT CREDOC LE ROI DES CHANTIERS FAVEUR MADIC INDUSTRIES DE EUR 302.000,00- REGLEMENT CREDOC LE ROI DES CHANTIERS FAVEUR MADIC INDUSTRIES DE EUR 302.000,00
;09/12/2025;LE ROI DES CHANTIERS;SONAMCO;28.000.000,00;Virement;Validé;AFG LRC;;SONAMCO;;VIREMENT  REGLEMENT CH N 0000706 RECU D UBA- REGLEMENT CH N 0000706 RECU D UBA
;09/12/2025;LE ROI DES CHANTIERS;SOGEM TP;74.000.000,00;Chèque;Validé;AFG LRC;;SOGEM TP;;CHEQUE NUMERO CHQ NO: 0000639 CHEQUE N °0000639- CHEQUE N°0000639
;09/12/2025;LE ROI DES CHANTIERS;MADIC INDUSTRIES;87.117.720,00;Virement;Validé;AFG LRC;;MADIC INDUSTRIES;;VIREMENT  REGLEMENT CREDOC LE ROI DES CHANTIERS FAVEUR MADIC INDUSTRIES DE EUR 130.217,50- REGLEMENT CREDOC LE ROI DES CHANTIERS FAVEUR MADIC INDUSTRIES DE EUR 130.217,50
;09/12/2025;LE ROI DES CHANTIERS;FORVIS MAZARS GABON;5.462.100,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;FORVIS MAZARS GABON;;REGLEMENT ESPECE FACTURE FORVIS MAZARSGABON SA/ RETOUR CHEQUE IMPAYE  // FORVIS MAZARS GABON SA / MME LOEMBE MAGANGA PAULE
;10/12/2025;LE ROI DES CHANTIERS;TRACET SERVICES BTP;1.523.830,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;TRACET SERVICES BTP;;REGLEMENT FACTURE POUR TRAVAUX DE FAUX PLAFOND EN DALLE ACOUSTIQUE POUR OYEM  // M NGOME JACQUES BERTRAND /TRACET
;11/12/2025;LE ROI DES CHANTIERS;BAMBA RASSOUL;2.500.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;BAMBA RASSOUL;;MAIN D'ŒUVRE POUR REFECTION ETANCHEITE STATION AVORBAM // BAMBA RASSOUL/ M MBAYE ELHADJI MAMADOU
;11/12/2025;LE ROI DES CHANTIERS;BATIPLUS;9.640.700,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;BATIPLUS;;ACHAT MATERIEL DE TUYAUTERIE STATION SERVICE MAKOKOU CHEZ BATIPLUS  // MME IRIS /BATIPLUS
;11/12/2025;LE ROI DES CHANTIERS;LEME-CONSTRUCTION;3.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;LEME-CONSTRUCTION;;RENFORCEMENT EQUIPE STATION ASSOCK NGOMO // LEME CONSTRUCTION / M OLLOMO ZOUKOUE YONNELL
;12/12/2025;LE ROI DES CHANTIERS;SOGEM TP;198.849.000,00;Traite;Validé;AFG LRC;;SOGEM TP;;EFFETS A L'ENCAISSEMENT-REGLEMENT
;12/12/2025;LE ROI DES CHANTIERS;ECIG ENTREPRISE COMMERCIALE ET INDUSTRIELLE DU GABON;8.009.434,00;Chèque;Validé;AFG LRC;;ECIG ENTREPRISE COMMERCIALE ET INDUSTRIELLE DU GABON;;DEBIT DIVERS CHQ NO: 0000731 CHEQUE N °0000731- CHEQUE N°0000731
;12/12/2025;LE ROI DES CHANTIERS;BERNABE GABON SA;16.571.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;BERNABE GABON SA;;ACHAT MATERIEL ELECTRICTE POUR EXTENSION  DU RESEAU BT/HTA SUR OYEM // 4M SERVICES/BERNABE /MME IRIS 
;12/12/2025;LE ROI DES CHANTIERS;BATIPLUS;2.150.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;BATIPLUS;;ACHAT MATERIEL POUR LES TRAVAUX DU PK 0 // BATIPLUS/ MME IRIS
;12/12/2025;LE ROI DES CHANTIERS;SRBTP;2.647.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;SRBTP;;REGLEMENT MAIN D'ŒUVRE CARRELAGE STATION ASSOCK NGOMO // M THIAM BAGNI PC M TOURE 
;14/12/2025;LE ROI DES CHANTIERS;GEOTECHNIC SUARL;8.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;GEOTECHNIC SUARL;;REGLEMENT LOYER ET CAUTION POUR LES LOCAUX LRC ET PM SUR POG  // MME CLOE ADA
;15/12/2025;LE ROI DES CHANTIERS;ASHLEY BTP;5.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;ASHLEY BTP;;ACOMPTE SUR FACTURE /ASHLEY BTP // M MUNDUMILI ERIC/ASHLEY BTP
;16/12/2025;LE ROI DES CHANTIERS;Construction Nouvelle Horizon;656.600,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;Construction Nouvelle Horizon;;ACHAT IPE STATION MINVOUL // MME IRIS 
;16/12/2025;LE ROI DES CHANTIERS;SRBTP;1.954.409,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;SRBTP;;ACHAT PLOMBERIE STATION ASSOCK NGOMO ( TUBE PVC GRIS/BOUCHON MALE /BOUCHON FEMELLE/NOURRICE  // MME IRIS 
;16/12/2025;LE ROI DES CHANTIERS;MATELEC;6.701.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;MATELEC;;ACHAT DE 44 LAMPADAIRES POUR LES CHANTIERS DU NORD  // MATELEC/MME IRIS
;16/12/2025;LE ROI DES CHANTIERS;NZIENGUI BTP;9.750.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;NZIENGUI BTP;;COMPLEMENT TOITURES DE 07 BATIMENT S DU CENTRE DE SANTE DE MANDJI // M MAGNANGA RODRIGUE/NZIENGUI BTP PLUS
;16/12/2025;LE ROI DES CHANTIERS;OUSSEYNOU CONSTRUCTION;10.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;OUSSEYNOU CONSTRUCTION;;AVANCE SUR FACTURE POUR LES TRAVAUX DES 10 LOGEMENTS DE MANDJI // M LEYE ABDOULAYE/ OUSSEYNOU CONSTRUCTION
;17/12/2025;LE ROI DES CHANTIERS;GPC;5.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;GPC;;AVANCE 50% POUR FOURNITURE MATERIEL+POSE MARQUAGE SOL NKUM // M CISSOKO ALFOUSSEYNI /GPC
;18/12/2025;LE ROI DES CHANTIERS;MADIC INDUSTRIES;73.806.082,00;Virement;Validé;AFG LRC;;MADIC INDUSTRIES;;VIREMENT  REGLEMENT CREDOC LE ROI DES CHANTIERS FAVEUR MADIC INDSTRIES DE EUR 110.3129,51- REGLEMENT CREDOC LE ROI DES CHANTIERS FAVEUR MADIC INDSTRIES DE EUR 110.3129,51
;18/12/2025;LE ROI DES CHANTIERS;MADIC INDUSTRIES;262.357.940,00;Virement;Validé;AFG LRC;;MADIC INDUSTRIES;;VIREMENT  REGLEMENT CREDOC LE ROI DES CHANTIERS FAVEUR MADIC INDSTRIES DE EUR 392.163,32- REGLEMENT CREDOC LE ROI DES CHANTIERS FAVEUR MADIC INDSTRIES DE EUR 110.3129,51
;18/12/2025;LE ROI DES CHANTIERS;CIMAF;1.340.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;CIMAF;;DEPOT SUR COMPTE CIMAF POUR ACHAT CIMENT POUR LE CHANTIER DE RIO // MME IRIS/CIMAF
;18/12/2025;LE ROI DES CHANTIERS;BATIPLUS;8.500.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;BATIPLUS;;ACHAT MATERIEL POUR FABRICATION DES GRILLES DE CANIVEAUX POUR MINVOUL CHEZ BATIPLUS // MME IRIS /BATIPLUS
;18/12/2025;LE ROI DES CHANTIERS;BATIPLUS;12.600.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;BATIPLUS;;ACHAT MATERIEL D'ELECTRICITE POUR LA STATION  D'ASSOCK NGOMO // MME IRIS /BATIPLUS
;19/12/2025;LE ROI DES CHANTIERS;GABEX;10.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;GABEX;;AVANCE SUR TRAVAUX DU PLATEAU SPORTIF DE MINVOUL // GABEX/ M BIBE NANG FRANCKY
;19/12/2025;LE ROI DES CHANTIERS;ETABLISSEMENTS NZE;20.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;ETABLISSEMENTS NZE;;AVANCE SUR CHEQUE IMPAYE  // ETABLISSEMENT NZE / M NZE FONGANG
;20/12/2025;LE ROI DES CHANTIERS;MAR CARRIERES GABON SUARL;10.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;MAR CARRIERES GABON SUARL;;ACOMPTE SUR FACTURE POUR ACHAT GNT CHEZ MAR CARRIERE  // M NSUE NSUANGO IGNACIO EMMANUEL
;22/12/2025;LE ROI DES CHANTIERS;AKIM AUTO SERVICES;10.255.813,00;Chèque;Validé;AFG LRC;;AKIM AUTO SERVICES;;DEBIT DIVERS  CHEQUE N°0000737- CHEQUE N °0000737
;22/12/2025;LE ROI DES CHANTIERS;ACCEGS;12.864.000,00;Chèque;Validé;AFG LRC;;ACCEGS;;DEBIT DIVERS  CHEQUE N°0000734- CHEQUE N °0000737
;23/12/2025;LE ROI DES CHANTIERS;MAR CARRIERES GABON SUARL;20.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;MAR CARRIERES GABON SUARL;;AVANCE SUR FACTURES POUR ACHAT GNT  // MAR CARRIERES / M NSUE NSUANGO IGNACIO MANUEL
;24/12/2025;LE ROI DES CHANTIERS;BLUEBERRY VOYAGE SERVICES;12.125.800,00;Chèque;Validé;AFG LRC;;BLUEBERRY VOYAGE SERVICES;;CHEQUE RECUS CHQ NO: 0000626 CHEQUE RECU NUMERO 0000626-
;24/12/2025;LE ROI DES CHANTIERS;BLUEBERRY VOYAGE SERVICES;-12.125.800,00;Chèque;Validé;AFG LRC;;BLUEBERRY VOYAGE SERVICES;;VIREMENT  CHEQUE IMPAYE NR 0000626 DU 24 12 2025- CHESUE OMP NR 0000626 TIIRE SUR LE ROI DES CHANTIERS
;24/12/2025;LE ROI DES CHANTIERS;INNOVCOM;10.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;INNOVCOM;;FOURNITURE ET DEPLOIEMEN D'UN RESEAU CIRCUIT ONDULEUR 6KVA ET MONO PRISES ET RESEAU INFORMATIQUE+VIDEO SURVEILLANCE  // INNOV COM/ M DJEDJE KOFFI
;24/12/2025;LE ROI DES CHANTIERS;Construction Nouvelle Horizon;2.565.964,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;Construction Nouvelle Horizon;;ACHAT DES ACCESSOIRES DE TUYAUTERIE STATION MINVOUL // MME ADA
;30/12/2025;LE ROI DES CHANTIERS;MADIC INDUSTRIES;10.711.492,00;Virement;Validé;AFG LRC;;MADIC INDUSTRIES;;VIREMENT  REGLEMENT CREDOC LE ROI DES CHANTIERS FAVEUR MADIC INDUSTRIES DE EUR 15.980,21- REGLEMENT CREDOC LE ROI DES CHANTIERS FAVEUR MADIC INDUSTRIES DE EUR 15.980,21
;30/12/2025;LE ROI DES CHANTIERS;Xuzhou Construction Machinery Group Co., Ltd. (Xcmg);328.685.828,00;Virement;Validé;AFG LRC;;Xuzhou Construction Machinery Group Co., Ltd. (Xcmg);;VIREMENT  REGLEMENT CREDOC LE ROI DES CHANTIERS FAVEUR XUZHOU CONSTRUCTION DE USD 560.799,73 AU COURS DE 574,6750 - REGLEMENT CREDOC LE ROI DES CHANTIERS FAVEUR XUZHOU CONSTRUCTION DE USD 560.799,73 AU COURS DE 574,6750
;30/12/2025;LE ROI DES CHANTIERS;AS TECH PRO - Association des Techniciens Professionnels du Gabon;1.900.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;AS TECH PRO - Association des Techniciens Professionnels du Gabon;;REGLEMENT RELIQUAT FACTURE POUR PEINTURE SIEGE UDB // AS TECH PRO/ M KOKOLO NZASI 
;05/01/2026;LE ROI DES CHANTIERS;SRBTP;408.590,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;SRBTP;;PAIEMENT PRESTATION BIG CONSTRUCTION STATION ASSOCK NGOMO M AKODJENOU IBRAHIM KOLAWOLE / BIG CONSTRUCTION
;06/01/2026;LE ROI DES CHANTIERS;EFTC - ENTREPRISE FAMILLE TEMBEKA CONSTRUCTION;760.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;EFTC - ENTREPRISE FAMILLE TEMBEKA CONSTRUCTION;;FRAIS D'INTERVENTION POUR BAREMAGE DES CUVES STATION MAKONGONIO M AYMAR KOMBILA/AGANOR
;09/01/2026;LE ROI DES CHANTIERS;EFTC - ENTREPRISE FAMILLE TEMBEKA CONSTRUCTION;300.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;EFTC - ENTREPRISE FAMILLE TEMBEKA CONSTRUCTION;;FABRICATION ET POSE DE PORTE PLEINE STATION MAKOKOU MME MEGNOUGA LAURIANNE
;09/01/2026;LE ROI DES CHANTIERS;EFTC - ENTREPRISE FAMILLE TEMBEKA CONSTRUCTION;850.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;EFTC - ENTREPRISE FAMILLE TEMBEKA CONSTRUCTION;;REGLEMENT FACTURE FOURNISSEUR DE BRIQUE STATION MAKOKOU MME MEGNOUGA LAURIANNE
;09/01/2026;LE ROI DES CHANTIERS;SOLUGEO;4.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;SOLUGEO;;AVANCE POUR REGLEMENT DU PRESTATAIRE SOLUGEO POUR L'ACCOMPAGNEMENT GEOTECHNIQUES SUR LES SITES RIO/OYEM /MOUILA/FACTURE TOTAL: 7 485 596 FCFA SOLUGEO/M BIYOGO BI ASSEKO BRUNO
;09/01/2026;LE ROI DES CHANTIERS;ECG BTP CONSTRUCTION;2.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;ECG BTP CONSTRUCTION;;AVANCE SUR TRAVAUX DES VOIRIES D'OYEM ECG BTP/ M ONA BIYOGHE ANTOINE
;10/01/2026;LE ROI DES CHANTIERS;SRBTP;184.218,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;SRBTP;;ACHAT COMPLEMENTAIRE MATERIEL DE SECURITE POUR LA STATION ASSOCK NGOMO MME FRIDA NGALO
;12/01/2026;LE ROI DES CHANTIERS;ETS SAWADOGO;2.982.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;ETS SAWADOGO;;ACHAT DE BRIQUES POPUR LES TRAVAUX DU CHANTIER DE MANDJI AMADOU SAWADOGO/SEVERIN MBA NDONG
;12/01/2026;LE ROI DES CHANTIERS;SRBTP;16.169.939,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;SRBTP;;FOURNITURE COMPLEMENT DE MATERIEL POUR LA TUYAUTERIE DE LA STATION ASSOCK NGOMO DAVUM/BATIPLUS
;12/01/2026;LE ROI DES CHANTIERS;BATI MC EQUIPE;2.400.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;BATI MC EQUIPE;;REGLEMENT FACTURE FOURNISSEUR POUR CONSOMMATION MATERIEL DE PLOMBERIE POUR LES TRAVAUX DE LA STATION SERVICE OKONDJA  BATI MC EQUIPE
;12/01/2026;LE ROI DES CHANTIERS;CRISTAL GABON;4.200.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;CRISTAL GABON;;FABRICATION ET POSE DES PORTES FRANCAISES FENETRES COULISSANTES CHANTIER MAKOKOU CRISTAL GABON
;12/01/2026;LE ROI DES CHANTIERS;TOYOTA GABON;8.520.862,00;Chèque;Validé;ECOBANK;;TOYOTA GABON;;REF : T01MT97260120004 // DEBIT DIRECT //  // SAISIE CONSERVATOIRE DE CREANCES
;14/01/2026;LE ROI DES CHANTIERS;EFTC - ENTREPRISE FAMILLE TEMBEKA CONSTRUCTION;262.492,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;EFTC - ENTREPRISE FAMILLE TEMBEKA CONSTRUCTION;;ACHAT MATERIEL DE TUYAUTERIE STATION MAKONGONIO MME FRIDA NGALO
;14/01/2026;LE ROI DES CHANTIERS;ORCA DECO;879.800,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;ORCA DECO;;ACHAT DE 2 POUBELLES EN PLASTIQUES DE 1100 L ORCA
;14/01/2026;LE ROI DES CHANTIERS;TRACET SERVICES BTP;1.119.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;TRACET SERVICES BTP;;MAIN D'ŒUVRE POUR TRAVAUX DE FAUX PLAFONDS EN DALLE ACOUSTIQUE STATION SERVICE DE MAKOKOU TRACET SERVICES/ M NGOME JACQUES BERTRAND
;15/01/2026;LE ROI DES CHANTIERS;EFTC - ENTREPRISE FAMILLE TEMBEKA CONSTRUCTION;2.315.300,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;EFTC - ENTREPRISE FAMILLE TEMBEKA CONSTRUCTION;;PAIEMENT RELIQUAT FACTURE PRESTATAIRE GRMP POUR LES TRAVAUX DE LA STATION DE MINVOUL GRMP/ M MAMFOUMBI ELVIS FRANCKY
;15/01/2026;LE ROI DES CHANTIERS;KORUM;10.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;KORUM;;ACOMPTE SUR FACTURE / PAIEMENT ESPECE  KORUM/MME NZE EP MEDOUX SOLANGE
;16/01/2026;LE ROI DES CHANTIERS;ETABLISSEMENTS NZE;9.131.680,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;ETABLISSEMENTS NZE;;DEUXIEME AVANCE SUR CHEQUE IMPAYE  ETABLISSEMENT NZE / M NZE FONGANG ARMAND
;16/01/2026;LE ROI DES CHANTIERS;SSPG;4.200.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;SSPG;;REGLEMENT RELIQUAT FACTURE SSPG MME OYANE MVE CAROLE SARA
;17/01/2026;LE ROI DES CHANTIERS;ALPH TECH SERVICE GABON (ASG);1.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;ALPH TECH SERVICE GABON (ASG);;REFECTION COMPLETE DES BUREAUX DE TROPIGAB  ALPH TECH SERVICE GABON /M NZIENGUI GUY ROGER
;19/01/2026;LE ROI DES CHANTIERS;BATIPLUS;6.930.400,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;BATIPLUS;;ACHAT FER DE 8/10/12/14 POUR LE MUR DE SOUTENEMENT DE RIO MME FRIDA NGALO
;19/01/2026;LE ROI DES CHANTIERS;BATIPLUS;990.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;BATIPLUS;;ACHAT DE PEINTURE POUR LE MARQUAGE DES BORDURES PK0-PK5 MME FRIDA NGALO
;19/01/2026;LE ROI DES CHANTIERS;MOHAMED SERVICE;430.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;MOHAMED SERVICE;;REGLEMENT FACTURE POUR LES TRAVAUX EFFECTUE SUR LA BETONNIERE ET REVISION MOTEUR TROPIGAB MOHAMED SERVICE/ MME MBENGUA MURIELLE
;19/01/2026;LE ROI DES CHANTIERS;SB BOIS;2.340.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;SB BOIS;;ACHAT BOIS POUR LE MUR DE SOUTENEMENT DE RIO MME FRIDA NGALO
;19/01/2026;LE ROI DES CHANTIERS;Sté ZCS-Zane Construction Services;3.703.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;Sté ZCS-Zane Construction Services;;REGLEMENT FACTURE POUR LIVRAISON PREMIERE VAGUE DE FERMETURE CANIVEAU PK0-PK5 STE ZCS/ M ZANE HAROUNA
;19/01/2026;LE ROI DES CHANTIERS;GENITECH CONSTRUCTION;4.200.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;GENITECH CONSTRUCTION;;REGLEMENT FACTURE POUR LIVRAISON BORDURES T2 PK0-PK5 GENIE TECH / M OYADOKUN BENJAMIN
;20/01/2026;LE ROI DES CHANTIERS;BATIPLUS;338.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;BATIPLUS;;ACHAT DISJONCTEUR ET INTERDIFFERENCIEL POUR LA DAS TROPIGAB  MME FRIDA NGALO
;21/01/2026;LE ROI DES CHANTIERS;BERNABE GABON SA;311.621,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;BERNABE GABON SA;;ACHAT PIECE DE RECHANGE DU DEMARREUR  POUR LE CRASHEUR DE MOUILA  BERNABE GABON / MME FRIDA NGALO
;21/01/2026;LE ROI DES CHANTIERS;BATIPLUS;147.800,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;BATIPLUS;;ACHAT MATERIEL POUR SECURISER LE PORTAIL ET LE MATERIEL DU CHANTIER PK0-GARE ROUTIERE MME FRIDA NGALO
;21/01/2026;LE ROI DES CHANTIERS;QUINCAILLERIE SEBE;556.200,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;QUINCAILLERIE SEBE;;ACHAT MATERIEL DE QUINCAILLERIE POUR REPARATION TOITURE BUREAU ET ZONE DE STOCKAGE CHANTIER OKONDJA  QUINCAILLERIE SEBE/ M BORIS MICKOTO
;21/01/2026;LE ROI DES CHANTIERS;SOCIETE GENERALE DES MINES;988.800,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;SOCIETE GENERALE DES MINES;;ACHAT DE 06 CAMIONS DE SABLE DE RIVIERE POUR LE CHANTIER RIO SOCIETE GENERALE DES MINES/SIMEON DELWENDE
;21/01/2026;LE ROI DES CHANTIERS;ASHLEY BTP;5.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;ASHLEY BTP;;ACOMPTE SUR FACTURE  M ERIC MUDUMILI/ASHLEY BTP
;22/01/2026;LE ROI DES CHANTIERS;MEGADOR SARL;5.622.750,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;MEGADOR SARL;;ACHAT 45 M3 DE  BETON DOSE A 350 KG POUR LES TRAVAUX DU TRONCON RIO-PK5 MEGADOR BETON / MME FRIDA NGALO
;22/01/2026;LE ROI DES CHANTIERS;SOCIETE GENERALE DES MINES;1.600.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;SOCIETE GENERALE DES MINES;;ACHAT DE SABLE DE RIVIERE POUR RIO  SGM/MME FRIDA NGALO
;22/01/2026;LE ROI DES CHANTIERS;SRBTP;1.045.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;SRBTP;;ACHAT CORNIERES DE 10 POUR LA STATION ASSOCK NGOMO BERNABE GABON
;23/01/2026;LE ROI DES CHANTIERS;SARL PRIMEDIA GABON;10.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;SARL PRIMEDIA GABON;;REGLEMENT AVANCE POUR LES TRAVAUX DES FAUX PLAFONDS EXTERIEURS STATION SERVICE  PRIMEDIA/M MAYOMBO  MBOUALA ROLAND
;23/01/2026;LE ROI DES CHANTIERS;BERNABE GABON SA;10.888.500,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;BERNABE GABON SA;;FOUNITURE  CONTRE PLAQUET BAKELISE C1220X2440-15 POUR MOUILA  MME FRIDA NGALO
;23/01/2026;LE ROI DES CHANTIERS;ETABLISSEMENT CHANEL;1.148.250,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;ETABLISSEMENT CHANEL;;REGLEMENT RELIQUAT FACTURE POUR FOURNITURE DE SENTEURS  SOCIETE CHANEL/ MAITRE BIBANG BI ZANG LEONNEL GEOSPIN
;23/01/2026;LE ROI DES CHANTIERS;SB BOIS;1.478.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;SB BOIS;;ACHAT DE MATERIEL DE QUINCAILLERIE POUR LE MUR DE SOUTENEMENT DE RIO( 2 paquets de pointes/290 chevrons de 4 M) MME FRIDA NGALO
;23/01/2026;LE ROI DES CHANTIERS;Entreprise Gabonaise des Ventes (EGV);440.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;Entreprise Gabonaise des Ventes (EGV);;COMPLEMENT DE MATERIEL POUR LE FAUX PLAFOND DE LA STATION DE MAKOKOU MME FRIDA NGALO
;23/01/2026;LE ROI DES CHANTIERS;CRISTAL GABON;6.500.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;CRISTAL GABON;;FABRICATION ET POSE BAIES VITRES SUR MAKOKOU CRISTAL GABON /M NZOUANGA MICAEL
;23/01/2026;LE ROI DES CHANTIERS;SCRS SARL;10.468.513,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;SCRS SARL;;FOURNITURE ET INSTALLATION EXTINCTEURS ET SIGNALETIQUES HOMOLOGUES STATION MAKOKOU SCRS SARL/M TARABAY FAYSAL
;24/01/2026;LE ROI DES CHANTIERS;SOLUGEO;1.961.800,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;SOLUGEO;;ETUDES GEOTECHNIQUES STATION GAB OIL DE KANGO SOLUGEO/M BIYOGO BI ASSEKO BRUNO
;24/01/2026;LE ROI DES CHANTIERS;BRICOLAGE BATIMENT GABON;1.865.250,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;BRICOLAGE BATIMENT GABON;;COMPLEMENT DE MATERIEL D'ELECTRICITE POUR LA MAISON DU GERANT STATION MAKOKOU MME FRIDA NGALO
;24/01/2026;LE ROI DES CHANTIERS;BATIPLUS;739.450,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;BATIPLUS;;ACHAT DE TOLES PLANES ET CORNIERES POUR MAKOKOU MME FRIDA NGALO
;28/01/2026;LE ROI DES CHANTIERS;SODIM TP;121.500,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;SODIM TP;;VIDANGE COMPLETE ET CONTRÔLE DU NIVEAU DE GRAISSAGE DU CANTER ISUZU LV 386 AA POUR TRANSPORT DU PERSONNEL D'OYEM M MBENANGOYE LANDRY
;28/01/2026;LE ROI DES CHANTIERS;ENTREPRISE DANSOKO;2.300.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;ENTREPRISE DANSOKO;;REGLEMENT RELIQUAT FACTURE POUR POSE ET PEINTURE DES BANCS PUBLICS DE NKUM ENTREPRISE DANSOKO/M NAMORY DANSOKO
